0,1
50,5.0
100,14.0
142,34.0
183,5.0
232,10.0
279,13.0
328,21.0
377,30.0
421,5.0
464,1.0
514,3.0
559,31.0
604,10.0
645,3.0
689,9.0
732,37.0
773,16.0
820,25.0
864,27.0
906,29.0
951,9.0
992,19.0
1035,32.0
1076,6.0
1125,15.0
1171,25.0
1219,9.0
1259,2.0
1304,24.0
1352,5.0
1398,4.0
1438,32.0
1479,13.0
1523,19.0
1563,29.0
1603,11.0
1644,18.0
1688,18.0
1734,29.0
1775,4.0
1817,3.0
1867,12.0
1910,2.0
1960,2.0
2007,30.0
2050,6.0
2098,14.0
2143,19.0
2185,8.0
2231,24.0
2280,20.0
2321,34.0
2364,11.0
2413,15.0
2459,16.0
2499,1.0
2544,6.0
2587,29.0
2631,10.0
2678,10.0
2722,24.0
2771,5.0
2818,5.0
2868,15.0
2910,11.0
2956,14.0
3002,3.0
3048,34.0
3089,29.0
3139,23.0
3186,23.0
3230,1.0
3277,7.0
3318,24.0
3367,45.0
3417,25.0
3457,2.0
3506,7.0
3551,17.0
3598,4.0
3648,11.0
3727,18.0
3800,3.0
3876,17.0
3946,23.0
4024,3.0
4103,15.0
4176,25.0
4255,45.0
4329,12.0
4406,22.0
4480,17.0
4558,3.0
4631,3.0
4710,4.0
4781,17.0
4853,25.0
4927,21.0
4997,3.0
5068,31.0
5146,1.0
5225,20.0
5303,22.0
5378,21.0
5448,4.0
5523,22.0
5594,46.0
5674,20.0
5747,8.0
5823,11.0
5894,23.0
5967,10.0
6038,24.0
6114,5.0
6186,19.0
6256,6.0
6328,3.0
6399,14.0
6476,5.0
6547,30.0
6620,7.0
6696,3.0
6768,35.0
6838,13.0
6912,35.0
6984,24.0
7057,9.0
7135,21.0
7211,17.0
7294,14.0
7372,30.0
7456,20.0
7537,26.0
7620,22.0
7697,19.0
7781,11.0
7857,25.0
7932,12.0
8016,8.0
8100,2.0
8183,15.0
8263,18.0
8339,4.0
8424,10.0
8504,27.0
8587,43.0
8670,23.0
8751,26.0
8829,33.0
8907,27.0
8989,11.0
9070,14.0
9151,11.0
9236,37.0
9313,21.0
9390,33.0
9468,6.0
9550,4.0
9627,4.0
9704,16.0
9779,38.0
9862,40.0
9940,16.0
10019,26.0
10096,14.0
10179,22.0
10262,2.0
10344,37.0
10424,5.0
10501,2.0
10583,15.0
10667,3.0
10750,1.0
10825,17.0
10923,39.0
11014,27.0
11114,3.0
11207,10.0
11301,18.0
11397,5.0
11494,16.0
11587,13.0
11682,24.0
11782,1.0
11879,18.0
11977,24.0
12076,26.0
12171,8.0
12265,13.0
12355,29.0
12454,13.0
12550,29.0
12650,10.0
12741,27.0
12832,13.0
12925,25.0
13017,16.0
13117,20.0
13209,13.0
13308,11.0
13402,34.0
13492,24.0
13583,22.0
13681,46.0
13773,30.0
13873,17.0
13972,7.0
14069,12.0
14163,21.0
14255,29.0
14355,14.0
14445,43.0
14554,18.0
14662,35.0
14766,5.0
14871,4.0
14980,5.0
15083,14.0
15185,28.0
15286,14.0
15393,3.0
15502,25.0
15605,11.0
15705,21.0
15813,29.0
15914,19.0
16020,20.0
16120,25.0
16220,21.0
16329,13.0
16438,14.0
16544,39.0
16652,7.0
16755,24.0
16861,10.0
16964,8.0
17065,7.0
17175,41.0
17279,16.0
17388,8.0
17491,13.0
17599,1.0
17704,23.0
17807,11.0
17908,3.0
18013,9.0
18118,29.0
18219,20.0
18323,13.0
18433,38.0
18536,18.0
18645,6.0
18750,25.0
18851,25.0
18959,25.0
19062,19.0
19171,34.0
19278,25.0
19386,3.0
19488,4.0
19598,21.0
19698,2.0
19801,32.0
19908,6.0
20015,9.0
20116,42.0
20217,2.0
20326,18.0
20427,22.0
20535,9.0
20644,26.0
20749,8.0
20854,7.0
20963,8.0
21067,26.0
21170,13.0
21276,46.0
21378,10.0
21483,32.0
21587,3.0
21691,29.0
21787,1.0
21887,9.0
21989,21.0
22094,17.0
22193,14.0
22292,4.0
22389,15.0
22489,30.0
22584,7.0
22687,8.0
22789,40.0
22887,13.0
22982,10.0
23083,11.0
23181,29.0
23282,7.0
23378,19.0
23479,19.0
23578,20.0
23678,27.0
23782,8.0
23883,17.0
23982,24.0
24078,14.0
24178,43.0
24273,25.0
24377,28.0
24479,19.0
24580,7.0
24680,23.0
24779,5.0
24878,19.0
24975,23.0
25071,6.0
25171,11.0
25266,30.0
25313,23.0
25361,17.0
25407,10.0
25448,9.0
25492,13.0
25541,14.0
25588,30.0
25628,27.0
25675,6.0
25725,25.0
25774,44.0
25818,11.0
25864,12.0
25910,19.0
25959,5.0
26003,24.0
26043,15.0
26084,7.0
26132,5.0
26175,6.0
26216,8.0
26259,13.0
26306,17.0
26353,5.0
26396,14.0
26439,21.0
26484,19.0
26530,21.0
26578,28.0
26623,18.0
26666,23.0
26713,10.0
26759,3.0
26803,15.0
26845,11.0
26889,18.0
26932,1.0
26979,20.0
27023,20.0
27069,29.0
27118,6.0
27167,15.0
27214,14.0
27262,4.0
27309,6.0
27351,10.0
