0,1
32414,22.0
32548,36.0
32728,69.0
32773,9.0
32816,14.0
32860,45.0
33030,31.0
33156,28.0
33337,24.0
33660,17.0
33741,23.0
33782,30.0
33825,60.0
33917,24.0
33966,18.0
34011,5.0
34194,68.0
34235,45.0
34285,41.0
34466,18.0
34513,59.0
34654,49.0
34698,4.0
34738,56.0
34830,39.0
35179,9.0
35229,21.0
35278,27.0
35365,29.0
35452,22.0
35622,75.0
35667,20.0
36062,6.0
36097,73.0
36253,11.0
36418,26.0
36456,13.0
36621,12.0
36666,20.0
36708,21.0
36784,16.0
36821,19.0
36863,61.0
36996,21.0
37067,69.0
37189,20.0
37349,7.0
37391,33.0
37562,39.0
37605,51.0
37649,45.0
37694,42.0
37769,9.0
37933,37.0
37973,38.0
38009,30.0
38051,4.0
38091,16.0
38210,41.0
38292,27.0
38331,83.0
38367,74.0
38451,19.0
38496,54.0
39618,6.0
39657,57.0
39784,36.0
39862,39.0
39938,4.0
39983,11.0
40022,61.0
40497,17.0
40542,1.0
40577,14.0
40654,2.0
40689,14.0
40775,13.0
40819,12.0
40861,69.0
40935,22.0
41013,53.0
41058,19.0
41138,71.0
41173,22.0
41377,75.0
41422,34.0
41460,60.0
41498,3.0
41667,48.0
41711,22.0
41827,9.0
41939,11.0
41978,17.0
42105,15.0
42148,31.0
42264,19.0
42343,26.0
42384,62.0
42428,20.0
42508,12.0
42553,20.0
42591,13.0
42626,39.0
42671,77.0
42784,37.0
42865,5.0
42940,1.0
43020,51.0
43056,46.0
43091,29.0
43129,35.0
43241,77.0
43281,21.0
43326,29.0
43408,10.0
43444,12.0
43479,15.0
43563,27.0
43605,60.0
43650,22.0
43687,26.0
43771,26.0
44083,26.0
44163,38.0
44207,6.0
44325,31.0
44360,28.0
44400,1.0
44512,11.0
44555,10.0
44632,32.0
44673,18.0
44754,58.0
44793,65.0
44838,40.0
44960,5.0
45080,49.0
45202,50.0
45280,43.0
45359,57.0
45515,26.0
45591,49.0
45674,21.0
45714,11.0
45752,15.0
45829,65.0
45906,12.0
45981,50.0
46019,15.0
46055,45.0
46091,55.0
46171,10.0
46210,42.0
46253,52.0
46291,4.0
46331,27.0
46375,2.0
46955,9.0
46987,28.0
47019,4.0
47054,18.0
47093,4.0
47159,21.0
47257,32.0
47364,52.0
47397,44.0
47432,16.0
47638,5.0
47711,2.0
47742,29.0
47844,15.0
47877,40.0
47940,45.0
47948,9.0
48070,55.0
48080,41.0
48124,10.0
48153,6.0
48239,9.0
48353,25.0
48433,92.0
48503,20.0
48602,22.0
48642,24.0
48673,77.0
48709,23.0
48781,45.0
48890,4.0
48928,67.0
49020,3.0
49054,5.0
49085,21.0
49116,23.0
49156,71.0
49194,52.0
49370,11.0
49408,34.0
49446,61.0
49550,10.0
49586,49.0
49689,14.0
49726,33.0
49791,3.0
49964,36.0
50209,26.0
50286,32.0
50427,2.0
50597,40.0
50774,3.0
50808,53.0
50916,14.0
50955,7.0
51026,20.0
51061,48.0
51155,4.0
51329,3.0
51359,41.0
51428,35.0
51465,10.0
51496,22.0
51534,12.0
51570,24.0
51608,43.0
51644,49.0
51712,27.0
51752,54.0
51875,12.0
51956,31.0
51983,16.0
52059,47.0
52167,1.0
52186,17.0
52285,18.0
52568,17.0
52607,24.0
52641,34.0
52674,23.0
52713,2.0
52860,1.0
52897,74.0
52937,11.0
52973,6.0
53085,42.0
53156,26.0
53196,1.0
53305,38.0
53338,43.0
53444,28.0
53523,66.0
53629,32.0
53669,19.0
53778,3.0
53872,63.0
53908,3.0
54035,57.0
54082,2.0
54117,37.0
54149,56.0
54182,3.0
54215,3.0
54345,14.0
54380,53.0
54412,20.0
54444,13.0
54512,9.0
54607,32.0
54710,4.0
54777,4.0
54814,41.0
55024,37.0
55090,13.0
55263,29.0
55294,61.0
55472,22.0
55610,21.0
55645,14.0
55748,9.0
55817,67.0
55886,29.0
56001,54.0
56034,5.0
56218,9.0
56293,17.0
56331,28.0
56437,6.0
56501,31.0
56541,62.0
56607,33.0
56674,11.0
56742,29.0
56773,59.0
56803,10.0
56973,9.0
57008,42.0
57047,22.0
57087,5.0
57125,20.0
57162,49.0
57196,54.0
57659,49.0
57721,64.0
57792,23.0
57865,3.0
58075,22.0
58171,30.0
58242,29.0
58274,67.0
58314,22.0
58529,37.0
58626,45.0
58697,5.0
58798,10.0
58966,57.0
59029,5.0
59099,15.0
59129,55.0
59162,46.0
59234,3.0
59374,56.0
59410,41.0
59476,14.0
59548,1.0
59585,14.0
59698,3.0
59734,34.0
59866,90.0
59897,55.0
60009,69.0
60049,34.0
60128,23.0
60204,16.0
