0,1
48,1.0
93,23.0
133,14.0
178,12.0
228,16.0
269,5.0
318,1.0
365,42.0
415,16.0
459,1.0
503,14.0
552,26.0
601,19.0
648,36.0
692,14.0
737,11.0
779,1.0
820,15.0
869,18.0
910,12.0
954,5.0
1000,21.0
1043,3.0
1084,9.0
1130,7.0
1176,8.0
1221,12.0
1264,26.0
1314,10.0
1359,26.0
1401,33.0
1449,18.0
1491,40.0
1531,3.0
1580,23.0
1626,31.0
1670,24.0
1712,21.0
1760,5.0
1810,10.0
1857,17.0
1900,9.0
1944,21.0
1990,12.0
2030,3.0
2074,5.0
2118,1.0
2164,23.0
2208,1.0
2252,17.0
2297,15.0
2343,2.0
2384,6.0
2424,21.0
2467,1.0
2507,8.0
2552,33.0
2602,38.0
2650,38.0
2695,22.0
2740,14.0
2781,35.0
2826,29.0
2873,1.0
2920,16.0
2965,6.0
3015,23.0
3061,19.0
3110,17.0
3155,9.0
3200,25.0
3240,5.0
3286,13.0
3329,17.0
3371,7.0
3414,29.0
3459,9.0
3501,17.0
3545,7.0
3593,12.0
3640,10.0
3715,22.0
3794,1.0
3869,14.0
3943,21.0
4022,13.0
4102,14.0
4181,1.0
4255,20.0
4331,26.0
4407,6.0
4487,15.0
4559,30.0
4637,9.0
4716,18.0
4788,39.0
4859,17.0
4936,12.0
5007,31.0
5078,27.0
5150,39.0
5229,11.0
5305,12.0
5380,42.0
5452,6.0
5526,34.0
5601,7.0
5681,41.0
5754,10.0
5833,17.0
5908,18.0
5979,14.0
6057,24.0
6136,3.0
6212,3.0
6284,12.0
6356,4.0
6432,35.0
6504,9.0
6584,10.0
6655,24.0
6732,47.0
6807,5.0
6877,16.0
6956,14.0
7032,13.0
7110,5.0
7181,16.0
7257,35.0
7338,6.0
7420,3.0
7503,8.0
7586,38.0
7667,15.0
7751,20.0
7834,2.0
7917,2.0
7998,25.0
8076,16.0
8159,15.0
8240,23.0
8325,17.0
8406,12.0
8481,38.0
8559,14.0
8641,7.0
8723,13.0
8805,39.0
8882,10.0
8966,1.0
9050,22.0
9125,12.0
9202,6.0
9284,4.0
9368,47.0
9447,35.0
9529,11.0
9607,37.0
9692,32.0
9776,9.0
9858,19.0
9936,19.0
10015,33.0
10096,29.0
10181,29.0
10261,21.0
10342,20.0
10425,29.0
10510,1.0
10588,10.0
10663,2.0
10738,13.0
10816,19.0
10911,10.0
11010,15.0
11108,34.0
11200,4.0
11291,13.0
11391,20.0
11487,5.0
11577,14.0
11672,16.0
11762,23.0
11860,19.0
11953,29.0
12049,9.0
12141,10.0
12234,6.0
12330,2.0
12426,2.0
12517,9.0
12612,25.0
12712,35.0
12802,33.0
12900,14.0
12992,9.0
13092,3.0
13188,11.0
13283,26.0
13373,3.0
13472,17.0
13569,26.0
13660,16.0
13759,9.0
13854,10.0
13948,1.0
14041,32.0
14134,19.0
14233,20.0
14332,12.0
14430,7.0
14532,16.0
14638,8.0
14748,35.0
14857,18.0
14958,14.0
15063,39.0
15165,8.0
15274,9.0
15383,27.0
15485,8.0
15587,24.0
15688,6.0
15794,26.0
15904,10.0
16010,5.0
16110,3.0
16210,13.0
16313,4.0
16416,8.0
16517,6.0
16621,13.0
16727,21.0
16830,21.0
16934,5.0
17042,37.0
17142,18.0
17245,12.0
17352,34.0
17457,3.0
17566,15.0
17675,34.0
17784,17.0
17885,44.0
17994,39.0
18101,13.0
18202,1.0
18307,19.0
18415,3.0
18520,13.0
18626,18.0
18736,36.0
18836,35.0
18940,3.0
19042,41.0
19150,49.0
19258,11.0
19368,10.0
19472,3.0
19572,31.0
19672,12.0
19775,25.0
19883,12.0
19985,2.0
20094,10.0
20194,16.0
20295,9.0
20402,33.0
20503,9.0
20612,4.0
20718,9.0
20824,32.0
20927,12.0
21037,19.0
21143,15.0
21250,21.0
21357,35.0
21463,24.0
21572,3.0
21681,3.0
21785,47.0
21885,31.0
21982,10.0
22079,45.0
22177,1.0
22278,41.0
22377,13.0
22479,3.0
22576,27.0
22673,26.0
22769,14.0
22865,19.0
22970,14.0
23068,2.0
23173,26.0
23278,28.0
23374,15.0
23479,41.0
23574,26.0
23673,21.0
23768,43.0
23867,34.0
23963,38.0
24062,40.0
24165,25.0
24269,3.0
24370,3.0
24465,32.0
24564,29.0
24669,14.0
24770,7.0
24871,7.0
24973,4.0
25075,38.0
25178,15.0
25283,15.0
25327,2.0
25377,25.0
25418,9.0
25459,1.0
25502,1.0
25543,22.0
25587,18.0
25635,12.0
25675,33.0
25715,18.0
25765,8.0
25810,13.0
25850,4.0
25900,6.0
25942,3.0
25991,25.0
26037,9.0
26077,9.0
26120,12.0
26164,16.0
26214,1.0
26262,1.0
26304,31.0
26354,3.0
26398,19.0
26438,8.0
26478,4.0
26523,26.0
26566,4.0
26606,2.0
26650,9.0
26696,24.0
26737,2.0
26784,12.0
26830,11.0
26874,21.0
26923,15.0
26969,35.0
27017,18.0
27065,29.0
27113,14.0
27163,2.0
27212,27.0
27252,1.0
27298,18.0
27348,14.0
27394,6.0
27439,37.0
27487,17.0
27534,23.0
27584,11.0
27629,15.0
27672,16.0
27716,20.0
27761,23.0
27808,26.0
27858,8.0
27905,2.0
27955,25.0
27998,18.0
28038,6.0
28080,17.0
28125,19.0
28173,5.0
28218,16.0
28261,21.0
28301,19.0
28342,7.0
28390,7.0
28432,41.0
28479,5.0
28522,8.0
28562,10.0
28606,37.0
28656,14.0
28700,15.0
28744,8.0
28794,6.0
